url,domain,platform,niche,country,source,tranco_rank,majestic_rank,status,http_status,has_products,product_count,product_types,tags,is_headless,detected_payments,ecom_signal_count,min_price,max_price
https://nespresso.com,nespresso.com,unknown,coffee,,curated,4939,4475,active,403,True,0,,,False,,2,0,0
https://fcbarcelona.com,fcbarcelona.com,unknown,sports,,curated,13765,4749,active,404,True,0,,,False,,2,0,0
https://weber.com,weber.com,unknown,kitchen,,curated,16319,6991,active,404,True,0,,,False,,3,0,0
https://screamingfrog.co.uk,screamingfrog.co.uk,woocommerce,tech,,curated,17841,4412,active,404,True,0,,,False,,2,0,0
https://warbyparker.com,warbyparker.com,unknown,eyewear,,curated,21937,11100,active,404,True,0,,,False,,2,0,0
https://thereformation.com,thereformation.com,unknown,fashion,,curated,24984,20892,active,404,False,0,,,False,stripe,1,0,0
https://goop.com,goop.com,shopify,beauty,,curated,26374,7642,active,404,True,0,,,True,,3,0,0
https://everlane.com,everlane.com,shopify,fashion,US,curated,28911,17800,active,429,True,0,,,True,,3,0,0
https://skims.com,skims.com,shopify,fashion,,curated,30172,25991,active,404,False,0,,,True,,1,0,0
https://valentino.com,valentino.com,unknown,luxury,,curated,31130,13761,active,404,False,0,,,False,paypal,1,0,0
https://miumiu.com,miumiu.com,unknown,luxury,,curated,34884,19895,active,410,True,0,,,False,adyen,3,0,0
https://princesspolly.com,princesspolly.com,shopify,fashion,US,curated,34887,92481,active,404,True,0,,,True,shopify_payments,2,0,0
https://updraftplus.com,updraftplus.com,woocommerce,tech,,curated,40815,16956,active,404,True,0,,,False,,2,0,0
https://youngla.com,youngla.com,shopify,fitness,US,curated,43722,664425,active,403,True,0,,,True,,3,0,0
https://wearpact.com,wearpact.com,shopify,fashion,,curated,43732,113081,active,200,True,0,,,False,paypal|afterpay,2,0,0
https://bombas.com,bombas.com,shopify,fashion,,curated,47467,42643,active,404,False,0,,,True,,1,0,0
https://acnestudios.com,acnestudios.com,unknown,fashion,,curated,53530,27373,active,404,True,0,,,False,,2,0,0
https://drinkag1.com,drinkag1.com,shopify,health,,curated,54333,56598,active,200,False,0,,,True,,1,0,0
https://glassons.com,glassons.com,unknown,fashion,,curated,56789,340137,active,404,False,0,,,False,afterpay,1,0,0
https://article.com,article.com,unknown,home,,curated,57125,48085,active,404,True,0,,,False,,2,0,0
https://bellroy.com,bellroy.com,unknown,accessories,,curated,62274,46284,active,404,True,0,,,False,,3,0,0
