url,domain,platform,niche,country,source,tranco_rank,majestic_rank,status,http_status,has_products,product_count,product_types,tags,is_headless,detected_payments,ecom_signal_count,min_price,max_price,monthly_visits,merchant_name
https://godzilla.com,godzilla.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2632567,Godzilla
https://www.youngla.com,www.youngla.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2624647,YoungLA
https://www.hunterfan.com,www.hunterfan.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2623578,Hunter Fan
https://boggbag.com,boggbag.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2616881,BOGG BAG
https://us.laneige.com,us.laneige.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2603919,LANEIGE
https://www.toms.com,www.toms.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2602443,TOMS
https://www.nativecos.com,www.nativecos.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2598528,Native
https://corelle.com,corelle.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2594195,"Corelle, Pyrex & Corningware Official Site"
https://www.venus.com,www.venus.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2566800,VENUS
https://www.laurageller.com,www.laurageller.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2566234,Laura Geller Beauty
https://instantpot.com,instantpot.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2542860,Instant Pot
https://www.littletikes.com,www.littletikes.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2540680,Official Little Tikes Website
https://www.woodhousespas.com,www.woodhousespas.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2539241,Woodhouse– Woodhouse Spas
https://timex.com,timex.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2533565,Timex US
https://www.glowrecipe.com,www.glowrecipe.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2521232,Glow Recipe
https://www.toysrus.com,www.toysrus.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2519613,"Toys""R""Us"
https://www.naturemade.com,www.naturemade.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2511423,Nature Made®
https://www.igloocoolers.com,www.igloocoolers.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2493118,Igloo
https://hellobubble.com,hellobubble.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2493102,Bubble Skincare
https://purple-brand.com,purple-brand.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2490637,PURPLE BRAND
https://www.blackanddecker.com,www.blackanddecker.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2484680,BLACK+DECKER
https://www.browning.com,www.browning.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2483516,Browning North America
https://www.thirdlove.com,www.thirdlove.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2471167,ThirdLove
https://www.tecovas.com,www.tecovas.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2470263,Tecovas
https://www.winchesterguns.com,www.winchesterguns.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2448376,Winchester Repeating Arms
https://www.stussy.com,www.stussy.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2446127,Stüssy
https://www.harpercollins.com,www.harpercollins.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2443154,HarperCollins Publishers
https://wimpykid.com,wimpykid.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2438038,wimpykid.com
https://www.kickscrew.com,www.kickscrew.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2430668,KICKS CREW
https://www.shoepalace.com,www.shoepalace.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2428779,Shoe Palace
https://www.drsquatch.com,www.drsquatch.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2424399,Dr. Squatch
https://us.ohpolly.com,us.ohpolly.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2423584,Oh Polly US
https://littlesleepies.com,littlesleepies.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2420764,Little Sleepies
https://www.benchmade.com,www.benchmade.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2418891,Benchmade
https://www.birdygrey.com,www.birdygrey.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2417431,BIRDY GREY
https://www.stiiizy.com,www.stiiizy.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2414966,STIIIZY
https://www.rugsusa.com,www.rugsusa.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2381598,Rugs USA
https://www.meshki.us,www.meshki.us,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2376164,MESHKI US
https://hyperx.com,hyperx.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2347415,HyperX US
https://www.schwinnbikes.com,www.schwinnbikes.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2339099,Schwinn
https://colourpop.com,colourpop.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2335908,ColourPop
https://hexclad.com,hexclad.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2325232,HexClad Cookware
https://creed.com,creed.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2324491,Creed
https://telfar.net,telfar.net,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2322640,TELFAR – shop.telfar
https://jellyroll615.com,jellyroll615.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2320597,Jelly Roll Official
https://www.oreo.com,www.oreo.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2309053,OREO
https://www.nobullproject.com,www.nobullproject.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2299403,NOBULL
https://www.getcasely.com,www.getcasely.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2279257,CASELY
https://buybuybaby.com,buybuybaby.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2275987,buybuy BABY
https://www.adriannapapell.com,www.adriannapapell.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2272300,Adrianna Papell
https://www.rhodeskin.com,www.rhodeskin.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2270749,rhode
https://www.jackboxgames.com,www.jackboxgames.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2269168,Jackbox Games
https://kith.com,kith.com,shopify,,US,storeleads,,,active_ecommerce,200,True,0,,,False,,5,,,2258317,Kith
