domain,status,platform,has_products,product_count,ecom_signals,has_payment,source
aleezaparis.com,active_ecommerce,shopify,True,,3,True,huggingface
alenasia.com.my,active_ecommerce,shopify,True,,3,True,huggingface
alertelectrical.com,active_ecommerce,shopify,True,,3,True,huggingface
alessandramackenzie.com,active_ecommerce,shopify,True,,3,True,huggingface
alexapetshop.com,active_ecommerce,shopify,True,,3,True,huggingface
alexsbirdkingdom.com,active_ecommerce,shopify,True,,3,True,huggingface
alfaautomotives.com,active_ecommerce,shopify,True,,3,True,huggingface
alfatah.pk,active_ecommerce,shopify,True,,3,True,huggingface
alicattoysandbooks.com,active_ecommerce,shopify,True,,3,True,huggingface
alicedrawstheline.co.uk,active_ecommerce,shopify,True,,3,True,huggingface
aliceswonderland.com,active_ecommerce,shopify,True,,3,True,huggingface
aliciabell.com,active_ecommerce,shopify,True,,3,True,huggingface
aliciamccalla.com,active_ecommerce,shopify,True,,3,True,huggingface
alienpetsg.com,active_ecommerce,shopify,True,,3,True,huggingface
alienspacesaver.com,active_ecommerce,shopify,True,,3,True,huggingface
alikelyyarn.com,active_ecommerce,shopify,True,,3,True,huggingface
alinamae.com,active_ecommerce,shopify,True,,3,True,huggingface
alist100.com,active_ecommerce,shopify,True,,3,True,huggingface
aliswagon.com,active_ecommerce,shopify,True,,3,True,huggingface
alivepharmacy.com.au,active_ecommerce,shopify,True,,3,True,huggingface
alizainabelectronics.com,active_ecommerce,shopify,True,,3,True,huggingface
alizeecastel.com,active_ecommerce,shopify,True,,3,True,huggingface
alkalihockey.com,active_ecommerce,shopify,True,,3,True,huggingface
alkaramstudio.com,active_ecommerce,shopify,True,,3,True,huggingface
all4displays.com,active_ecommerce,shopify,True,,3,True,huggingface
all4one.co,active_ecommerce,shopify,True,,3,True,huggingface
all4petsonline.com,active_ecommerce,shopify,True,,3,True,huggingface
allaboutbirds.com.au,active_ecommerce,shopify,True,,3,True,huggingface
allaquix.com,active_ecommerce,shopify,True,,3,True,huggingface
allautomotiveequipmentsupply.com,active_ecommerce,shopify,True,,3,True,huggingface
allbirds.co.uk,active_ecommerce,shopify,True,,3,True,huggingface
allcompressorparts.com.au,active_ecommerce,shopify,True,,3,True,huggingface
