domain,platform,source,is_ecommerce
denanphuocaz.myharavan.com,haravan,wayback_cdx,True
dendiengiadung.myharavan.com,haravan,wayback_cdx,True
denledgiaxuong.myharavan.com,haravan,wayback_cdx,True
denledhanoi.myharavan.com,haravan,wayback_cdx,True
denledvanphong.myharavan.com,haravan,wayback_cdx,True
denver-1.myharavan.com,haravan,wayback_cdx,True
denvinhloc.myharavan.com,haravan,wayback_cdx,True
dep-moi-ngay-com-1.myharavan.com,haravan,wayback_cdx,True
dep-online.myharavan.com,haravan,wayback_cdx,True
dep-store.myharavan.com,haravan,wayback_cdx,True
dep24gio.myharavan.com,haravan,wayback_cdx,True
depcrocs.myharavan.com,haravan,wayback_cdx,True
deproidepnua.myharavan.com,haravan,wayback_cdx,True
depspa.myharavan.com,haravan,wayback_cdx,True
deptunhien.myharavan.com,haravan,wayback_cdx,True
derome.myharavan.com,haravan,wayback_cdx,True
design-docs.commerce7.com,commerce7,wayback_cdx,True
design-for-perfume.zid.store,zid,wayback_cdx,True
designer-am.zid.store,zid,wayback_cdx,True
designervn.myharavan.com,haravan,wayback_cdx,True
designwebsite.myharavan.com,haravan,wayback_cdx,True
desvn.myharavan.com,haravan,wayback_cdx,True
detmayninhhiep.myharavan.com,haravan,wayback_cdx,True
detox-beautycenter.myharavan.com,haravan,wayback_cdx,True
detrac-watch.myharavan.com,haravan,wayback_cdx,True
dev-blog.shopbase.com,shopbase,wayback_cdx,True
dev-center-docs.commerce7.com,commerce7,wayback_cdx,True
devbss.myharavan.com,haravan,wayback_cdx,True
developer.commerce7.com,commerce7,wayback_cdx,True
developers.myharavan.com,haravan,wayback_cdx,True
developers.shopbase.com,shopbase,wayback_cdx,True
deviefood-1.myharavan.com,haravan,wayback_cdx,True
devmyshop.myharavan.com,haravan,wayback_cdx,True
dezikimma.myharavan.com,haravan,wayback_cdx,True
dfewa.myharavan.com,haravan,wayback_cdx,True
dfsdohfsd.myharavan.com,haravan,wayback_cdx,True
dftrmhasbh.zid.store,zid,wayback_cdx,True
dgm-bizzero.myharavan.com,haravan,wayback_cdx,True
dgm-simple-store.myharavan.com,haravan,wayback_cdx,True
dhamedic.myharavan.com,haravan,wayback_cdx,True
dhbaih2.zid.store,zid,wayback_cdx,True
dhbaihnt.zid.store,zid,wayback_cdx,True
dhcshop.myharavan.com,haravan,wayback_cdx,True
dhoommy700.zid.store,zid,wayback_cdx,True
dhtaviation.myharavan.com,haravan,wayback_cdx,True
dhwaq.zid.store,zid,wayback_cdx,True
di-bay-muon.myharavan.com,haravan,wayback_cdx,True
dia-liciouss.myharavan.com,haravan,wayback_cdx,True
dia-oc-gia-phuc.myharavan.com,haravan,wayback_cdx,True
diab.myharavan.com,haravan,wayback_cdx,True
diabetegen.myharavan.com,haravan,wayback_cdx,True
diamondbooks.myharavan.com,haravan,wayback_cdx,True
diamondlotus-lakeview.myharavan.com,haravan,wayback_cdx,True
diamonds.salla.sa,salla,wayback_cdx,True
diaoc.myharavan.com,haravan,wayback_cdx,True
dice-store.zid.store,zid,wayback_cdx,True
dicentral.myharavan.com,haravan,wayback_cdx,True
dich-vu-du-lich-le-hien.myharavan.com,haravan,wayback_cdx,True
dich-vu-gpp.myharavan.com,haravan,wayback_cdx,True
dich-vu-ke-toan-24h.myharavan.com,haravan,wayback_cdx,True
dich-vu-tu-van-luat.myharavan.com,haravan,wayback_cdx,True
dicho24.myharavan.com,haravan,wayback_cdx,True
dichvucantho.myharavan.com,haravan,wayback_cdx,True
dichvudaotao.myharavan.com,haravan,wayback_cdx,True
dichvulamvisahcm.myharavan.com,haravan,wayback_cdx,True
dichvuone.myharavan.com,haravan,wayback_cdx,True
dichvuthucung.myharavan.com,haravan,wayback_cdx,True
dichvuvesinhcongnghiep.myharavan.com,haravan,wayback_cdx,True
didonghanoivn.myharavan.com,haravan,wayback_cdx,True
dieleckerei.myharavan.com,haravan,wayback_cdx,True
diemvn.myharavan.com,haravan,wayback_cdx,True
dien-cong-nghiep-247.myharavan.com,haravan,wayback_cdx,True
dien-may-cau-giay.myharavan.com,haravan,wayback_cdx,True
dien-may-long-chau.myharavan.com,haravan,wayback_cdx,True
dien-thoai-bmt.myharavan.com,haravan,wayback_cdx,True
dien-tu-gia-dinh.myharavan.com,haravan,wayback_cdx,True
dien-vi.myharavan.com,haravan,wayback_cdx,True
dienlanhbinhminh.myharavan.com,haravan,wayback_cdx,True
dienlanhhungcuong91.myharavan.com,haravan,wayback_cdx,True
dienlanhminhkhai.myharavan.com,haravan,wayback_cdx,True
dienlanhnguyenkhanh.myharavan.com,haravan,wayback_cdx,True
dienmattroi1.myharavan.com,haravan,wayback_cdx,True
dienmayanhnhi.myharavan.com,haravan,wayback_cdx,True
dienmaybavi.myharavan.com,haravan,wayback_cdx,True
dienmaybinhminh.myharavan.com,haravan,wayback_cdx,True
dienmaycaoduy.myharavan.com,haravan,wayback_cdx,True
dienmaydaithanh-1.myharavan.com,haravan,wayback_cdx,True
dienmaygiagoc.myharavan.com,haravan,wayback_cdx,True
dienmaygiakhosaigon.myharavan.com,haravan,wayback_cdx,True
dienmaygialac.myharavan.com,haravan,wayback_cdx,True
dienmayhaokiet.myharavan.com,haravan,wayback_cdx,True
dienmayhungky.myharavan.com,haravan,wayback_cdx,True
dienmaylocbinh.myharavan.com,haravan,wayback_cdx,True
dienmaymanhtien.myharavan.com,haravan,wayback_cdx,True
dienmayquangvinh.myharavan.com,haravan,wayback_cdx,True
dienmaythienlong.myharavan.com,haravan,wayback_cdx,True
dienmaytiendat.myharavan.com,haravan,wayback_cdx,True
dienmaytinthanh.myharavan.com,haravan,wayback_cdx,True
dienmaytrangphuong.myharavan.com,haravan,wayback_cdx,True
dienmayvip.myharavan.com,haravan,wayback_cdx,True
diennuochanglong.myharavan.com,haravan,wayback_cdx,True
diensachvietnam.myharavan.com,haravan,wayback_cdx,True
dienthoai.myharavan.com,haravan,wayback_cdx,True
dienthoaicu.myharavan.com,haravan,wayback_cdx,True
dienthoaicudanang.myharavan.com,haravan,wayback_cdx,True
dienthoaisieunho.myharavan.com,haravan,wayback_cdx,True
dienthoaitl.myharavan.com,haravan,wayback_cdx,True
dienthoaivinhlong.myharavan.com,haravan,wayback_cdx,True
dienthoaixachtay.myharavan.com,haravan,wayback_cdx,True
dientubachkhoahn.myharavan.com,haravan,wayback_cdx,True
dientunguyenvinh39y.myharavan.com,haravan,wayback_cdx,True
dientuso.myharavan.com,haravan,wayback_cdx,True
dientuthongminh.myharavan.com,haravan,wayback_cdx,True
diepthuy18.myharavan.com,haravan,wayback_cdx,True
dieukhacvanlang.myharavan.com,haravan,wayback_cdx,True
dieukids.myharavan.com,haravan,wayback_cdx,True
digigift.myharavan.com,haravan,wayback_cdx,True
digital-love.myharavan.com,haravan,wayback_cdx,True
digitechjsc.myharavan.com,haravan,wayback_cdx,True
diicollection.myharavan.com,haravan,wayback_cdx,True
dinh-chien.myharavan.com,haravan,wayback_cdx,True
dinh-thi-ngoc-anh.myharavan.com,haravan,wayback_cdx,True
dinhcaocongnghe007.myharavan.com,haravan,wayback_cdx,True
dinhcuadinh.myharavan.com,haravan,wayback_cdx,True
dinhhien1510.myharavan.com,haravan,wayback_cdx,True
dinhmailinh.myharavan.com,haravan,wayback_cdx,True
dinhquang.myharavan.com,haravan,wayback_cdx,True
diplus.myharavan.com,haravan,wayback_cdx,True
diradivo.myharavan.com,haravan,wayback_cdx,True
diuembe-atshop.myharavan.com,haravan,wayback_cdx,True
diuembe.myharavan.com,haravan,wayback_cdx,True
diybox.myharavan.com,haravan,wayback_cdx,True
dizota.myharavan.com,haravan,wayback_cdx,True
djhaluke.myharavan.com,haravan,wayback_cdx,True
djivietnam.myharavan.com,haravan,wayback_cdx,True
djj1lc.zid.store,zid,wayback_cdx,True
dkhlkhrafyknz.zid.store,zid,wayback_cdx,True
dknsra.zid.store,zid,wayback_cdx,True
dkwatch.myharavan.com,haravan,wayback_cdx,True
dl-bikini.myharavan.com,haravan,wayback_cdx,True
dl-cosmetics.myharavan.com,haravan,wayback_cdx,True
dl-emarket.myharavan.com,haravan,wayback_cdx,True
dl-enador.myharavan.com,haravan,wayback_cdx,True
dl-goshopping.myharavan.com,haravan,wayback_cdx,True
dl-pelican.myharavan.com,haravan,wayback_cdx,True
dl-picos.myharavan.com,haravan,wayback_cdx,True
dlarc.myharavan.com,haravan,wayback_cdx,True
dm469a.zid.store,zid,wayback_cdx,True
dmfedu.myharavan.com,haravan,wayback_cdx,True
dmnc.myharavan.com,haravan,wayback_cdx,True
dmq-1.myharavan.com,haravan,wayback_cdx,True
dnacollege.myharavan.com,haravan,wayback_cdx,True
dnlogis.myharavan.com,haravan,wayback_cdx,True
dnlvietnam.myharavan.com,haravan,wayback_cdx,True
dnowpe.zid.store,zid,wayback_cdx,True
dnowwz.zid.store,zid,wayback_cdx,True
dnphai.myharavan.com,haravan,wayback_cdx,True
dnt-store-1.myharavan.com,haravan,wayback_cdx,True
dntvungtau.myharavan.com,haravan,wayback_cdx,True
dnufurniture.myharavan.com,haravan,wayback_cdx,True
do-boi-di-bien-bikini-angel-5.myharavan.com,haravan,wayback_cdx,True
do-choi-giao-duc-tedu.myharavan.com,haravan,wayback_cdx,True
do-choi-sentai.myharavan.com,haravan,wayback_cdx,True
do-choi-tien-ich-o-to-vq-shop.myharavan.com,haravan,wayback_cdx,True
do-choi-xe-may-lu-shop.myharavan.com,haravan,wayback_cdx,True
do-da-handmadekt.myharavan.com,haravan,wayback_cdx,True
do-hoai-phuong-1.myharavan.com,haravan,wayback_cdx,True
doan-nguyen.myharavan.com,haravan,wayback_cdx,True
doanbuithuong.myharavan.com,haravan,wayback_cdx,True
doanthuydt.myharavan.com,haravan,wayback_cdx,True
dobaoholaodongvinhxuyen-1.myharavan.com,haravan,wayback_cdx,True
dobomarino.myharavan.com,haravan,wayback_cdx,True
doboviet.myharavan.com,haravan,wayback_cdx,True
docauonline.myharavan.com,haravan,wayback_cdx,True
dochoichoxehoi.myharavan.com,haravan,wayback_cdx,True
dochoicongngheankhang.myharavan.com,haravan,wayback_cdx,True
dochoiembevn.myharavan.com,haravan,wayback_cdx,True
dochoiphucthinh.myharavan.com,haravan,wayback_cdx,True
dochoisally.myharavan.com,haravan,wayback_cdx,True
dochoithongminh.myharavan.com,haravan,wayback_cdx,True
dochoitinhyeubachma.myharavan.com,haravan,wayback_cdx,True
dochoitonghop.myharavan.com,haravan,wayback_cdx,True
dochoitreem.myharavan.com,haravan,wayback_cdx,True
docmoc.myharavan.com,haravan,wayback_cdx,True
documebe.myharavan.com,haravan,wayback_cdx,True
documentation.commerce7.com,commerce7,wayback_cdx,True
dodaba.myharavan.com,haravan,wayback_cdx,True
dodacaocap.myharavan.com,haravan,wayback_cdx,True
dodahaoanh.myharavan.com,haravan,wayback_cdx,True
dodathanhvinh.myharavan.com,haravan,wayback_cdx,True
dodongphongthuy.myharavan.com,haravan,wayback_cdx,True
dodongphuctuong.myharavan.com,haravan,wayback_cdx,True
doducthong.myharavan.com,haravan,wayback_cdx,True
dodungkhuyenmai.myharavan.com,haravan,wayback_cdx,True
dodungnhabep.myharavan.com,haravan,wayback_cdx,True
dofzone.myharavan.com,haravan,wayback_cdx,True
dogiadung123.myharavan.com,haravan,wayback_cdx,True
dogo-plus.myharavan.com,haravan,wayback_cdx,True
dogo.zid.store,zid,wayback_cdx,True
dogoadam.myharavan.com,haravan,wayback_cdx,True
dogobtgroup.myharavan.com,haravan,wayback_cdx,True
dogodepchatluong.myharavan.com,haravan,wayback_cdx,True
dogoducthien.myharavan.com,haravan,wayback_cdx,True
dogohiephien01.myharavan.com,haravan,wayback_cdx,True
dogparadise1.myharavan.com,haravan,wayback_cdx,True
dohanghieugiare.myharavan.com,haravan,wayback_cdx,True
dohome.myharavan.com,haravan,wayback_cdx,True
dohona.myharavan.com,haravan,wayback_cdx,True
doiquadell.myharavan.com,haravan,wayback_cdx,True
doivo.myharavan.com,haravan,wayback_cdx,True
dokevn.myharavan.com,haravan,wayback_cdx,True
dokhop.myharavan.com,haravan,wayback_cdx,True
dol-store.myharavan.com,haravan,wayback_cdx,True
dolenchobe.myharavan.com,haravan,wayback_cdx,True
dolotsi.myharavan.com,haravan,wayback_cdx,True
dolotxuat.myharavan.com,haravan,wayback_cdx,True
dolphin.myharavan.com,haravan,wayback_cdx,True
dolphymart.myharavan.com,haravan,wayback_cdx,True
domanhhungk69.myharavan.com,haravan,wayback_cdx,True
domuavn-1.myharavan.com,haravan,wayback_cdx,True
domuavn.myharavan.com,haravan,wayback_cdx,True
dong-a-phu-quy.myharavan.com,haravan,wayback_cdx,True
dong-dong-son-1.myharavan.com,haravan,wayback_cdx,True
dong-eriko.myharavan.com,haravan,wayback_cdx,True
dong-ho-lt.myharavan.com,haravan,wayback_cdx,True
dong-trung-ha-thao-dai-viet.myharavan.com,haravan,wayback_cdx,True
dongajsc.myharavan.com,haravan,wayback_cdx,True
dongankhang.myharavan.com,haravan,wayback_cdx,True
dongdaibai.myharavan.com,haravan,wayback_cdx,True
dongduonghotel.myharavan.com,haravan,wayback_cdx,True
donghesuachua.myharavan.com,haravan,wayback_cdx,True
dongho.myharavan.com,haravan,wayback_cdx,True
dongho89khamthien.myharavan.com,haravan,wayback_cdx,True
donghoang.myharavan.com,haravan,wayback_cdx,True
donghobcat.myharavan.com,haravan,wayback_cdx,True
donghodanielwellington.myharavan.com,haravan,wayback_cdx,True
donghodoc.myharavan.com,haravan,wayback_cdx,True
donghogiare.myharavan.com,haravan,wayback_cdx,True
donghohieu.myharavan.com,haravan,wayback_cdx,True
donghohungha.myharavan.com,haravan,wayback_cdx,True
donghohungthinh.myharavan.com,haravan,wayback_cdx,True
donghomanhcuong.myharavan.com,haravan,wayback_cdx,True
donghominhtu.myharavan.com,haravan,wayback_cdx,True
donghosg.myharavan.com,haravan,wayback_cdx,True
donghothanhphat.myharavan.com,haravan,wayback_cdx,True
donghothoitrang365.myharavan.com,haravan,wayback_cdx,True
donghotinnhiem.myharavan.com,haravan,wayback_cdx,True
dongluclighting.myharavan.com,haravan,wayback_cdx,True
donglucshopvn.myharavan.com,haravan,wayback_cdx,True
dongphongthuy.myharavan.com,haravan,wayback_cdx,True
dongphuc-247.myharavan.com,haravan,wayback_cdx,True
dongphucbaotram.myharavan.com,haravan,wayback_cdx,True
dongphucgiabao1.myharavan.com,haravan,wayback_cdx,True
dongphucin.myharavan.com,haravan,wayback_cdx,True
dongphucmattana.myharavan.com,haravan,wayback_cdx,True
dongphucngocminhhag.myharavan.com,haravan,wayback_cdx,True
dongphucnguyenhuong.myharavan.com,haravan,wayback_cdx,True
dongphucthaituan.myharavan.com,haravan,wayback_cdx,True
dongsonceramic.myharavan.com,haravan,wayback_cdx,True
dongsuh.myharavan.com,haravan,wayback_cdx,True
dongthach.myharavan.com,haravan,wayback_cdx,True
dongtrungvn.myharavan.com,haravan,wayback_cdx,True
dongythaolinh.myharavan.com,haravan,wayback_cdx,True
doni86.myharavan.com,haravan,wayback_cdx,True
donuts-shop-theme.myharavan.com,haravan,wayback_cdx,True
donuts.myharavan.com,haravan,wayback_cdx,True
donvi.myharavan.com,haravan,wayback_cdx,True
donyroaster1.zid.store,zid,wayback_cdx,True
dooing-coffee.myharavan.com,haravan,wayback_cdx,True
dophongthuy1.myharavan.com,haravan,wayback_cdx,True
doquandoi2017.myharavan.com,haravan,wayback_cdx,True
doreamon-shop.myharavan.com,haravan,wayback_cdx,True
dori.myharavan.com,haravan,wayback_cdx,True
dorosin.myharavan.com,haravan,wayback_cdx,True
dorypony.myharavan.com,haravan,wayback_cdx,True
dososinh.myharavan.com,haravan,wayback_cdx,True
dosun.myharavan.com,haravan,wayback_cdx,True
dota.myharavan.com,haravan,wayback_cdx,True
dotea.myharavan.com,haravan,wayback_cdx,True
dottiestore.myharavan.com,haravan,wayback_cdx,True
dotto.myharavan.com,haravan,wayback_cdx,True
doubletshop.myharavan.com,haravan,wayback_cdx,True
dovanlong-1.myharavan.com,haravan,wayback_cdx,True
doveco.myharavan.com,haravan,wayback_cdx,True
dovumart.myharavan.com,haravan,wayback_cdx,True
doyoung.myharavan.com,haravan,wayback_cdx,True
dpmp.myharavan.com,haravan,wayback_cdx,True
dptlaw.myharavan.com,haravan,wayback_cdx,True
dq1mrq.zid.store,zid,wayback_cdx,True
dqc-dien-quang.myharavan.com,haravan,wayback_cdx,True
dquangdat.myharavan.com,haravan,wayback_cdx,True
dragontea.myharavan.com,haravan,wayback_cdx,True
dragonvietnam.myharavan.com,haravan,wayback_cdx,True
drakengard97.myharavan.com,haravan,wayback_cdx,True
drcvin.myharavan.com,haravan,wayback_cdx,True
drdiva.myharavan.com,haravan,wayback_cdx,True
dreamer.myharavan.com,haravan,wayback_cdx,True
dreamer0207.myharavan.com,haravan,wayback_cdx,True
dreamerbeauty.myharavan.com,haravan,wayback_cdx,True
dreamerumiwebsite.myharavan.com,haravan,wayback_cdx,True
dreamhouse.myharavan.com,haravan,wayback_cdx,True
dreamnook.zid.store,zid,wayback_cdx,True
dress-maker.myharavan.com,haravan,wayback_cdx,True
drfoodtangnhausuckhoe.myharavan.com,haravan,wayback_cdx,True
drink.myharavan.com,haravan,wayback_cdx,True
drnwto.zid.store,zid,wayback_cdx,True
drobstore-com.zid.store,zid,wayback_cdx,True
drquocle.myharavan.com,haravan,wayback_cdx,True
drvietduc.myharavan.com,haravan,wayback_cdx,True
dsneakers.myharavan.com,haravan,wayback_cdx,True
dsoutfit-1.myharavan.com,haravan,wayback_cdx,True
dstore.zid.store,zid,wayback_cdx,True
dtdhome.myharavan.com,haravan,wayback_cdx,True
dtmac.myharavan.com,haravan,wayback_cdx,True
dtv24h.myharavan.com,haravan,wayback_cdx,True
dtxcae.zid.store,zid,wayback_cdx,True
du-hoc-nhat-ban.myharavan.com,haravan,wayback_cdx,True
du-lich-en-viet.myharavan.com,haravan,wayback_cdx,True
du-lich-viet-nam-366.myharavan.com,haravan,wayback_cdx,True
du-muc-concept.myharavan.com,haravan,wayback_cdx,True
duahandmade.myharavan.com,haravan,wayback_cdx,True
dualeo-furniture.myharavan.com,haravan,wayback_cdx,True
dualeo-powmarket.myharavan.com,haravan,wayback_cdx,True
dualeo-x.myharavan.com,haravan,wayback_cdx,True
dualethantai.myharavan.com,haravan,wayback_cdx,True
duancanho.myharavan.com,haravan,wayback_cdx,True
duantecco.myharavan.com,haravan,wayback_cdx,True
duba.myharavan.com,haravan,wayback_cdx,True
dubai-outlet.myharavan.com,haravan,wayback_cdx,True
ducdongtruonggiang.myharavan.com,haravan,wayback_cdx,True
duchuymobile.myharavan.com,haravan,wayback_cdx,True
ducjasontt.myharavan.com,haravan,wayback_cdx,True
duckmouse.myharavan.com,haravan,wayback_cdx,True
ducmanh.myharavan.com,haravan,wayback_cdx,True
ducnguyenat.myharavan.com,haravan,wayback_cdx,True
ducquang415.myharavan.com,haravan,wayback_cdx,True
ducthinhkorea-com.myharavan.com,haravan,wayback_cdx,True
ducvietfurniture.myharavan.com,haravan,wayback_cdx,True
dudu.myharavan.com,haravan,wayback_cdx,True
duhalled1.myharavan.com,haravan,wayback_cdx,True
duhoc-1.myharavan.com,haravan,wayback_cdx,True
duhocdongnama.myharavan.com,haravan,wayback_cdx,True
duhocisl.myharavan.com,haravan,wayback_cdx,True
duhoclongvu.myharavan.com,haravan,wayback_cdx,True
duhoctthanoi.myharavan.com,haravan,wayback_cdx,True
duistyle.myharavan.com,haravan,wayback_cdx,True
dujo-vn.myharavan.com,haravan,wayback_cdx,True
dukero-officical.myharavan.com,haravan,wayback_cdx,True
dulcit.myharavan.com,haravan,wayback_cdx,True
dulemall.myharavan.com,haravan,wayback_cdx,True
dulichcatbalocal.myharavan.com,haravan,wayback_cdx,True
dulichcungdi.myharavan.com,haravan,wayback_cdx,True
dulichdatviet.myharavan.com,haravan,wayback_cdx,True
dulichgiare.myharavan.com,haravan,wayback_cdx,True
dulichminhanh.myharavan.com,haravan,wayback_cdx,True
dulichnangdanang.myharavan.com,haravan,wayback_cdx,True
dulichquaqua.myharavan.com,haravan,wayback_cdx,True
dulichrongachau.myharavan.com,haravan,wayback_cdx,True
dulichtamky.myharavan.com,haravan,wayback_cdx,True
dulichthaiphat.myharavan.com,haravan,wayback_cdx,True
dulichtourviet.myharavan.com,haravan,wayback_cdx,True
dulux.myharavan.com,haravan,wayback_cdx,True
dung-cu-lam-vuon.myharavan.com,haravan,wayback_cdx,True
dung-thu.myharavan.com,haravan,wayback_cdx,True
dungcubepphuongloan.myharavan.com,haravan,wayback_cdx,True
dungcucongnghiep.myharavan.com,haravan,wayback_cdx,True
dungcuhoctap.myharavan.com,haravan,wayback_cdx,True
dungcukimkhi.myharavan.com,haravan,wayback_cdx,True
dungculamdep.myharavan.com,haravan,wayback_cdx,True
dungcuthethaoaz.myharavan.com,haravan,wayback_cdx,True
dungcutot.myharavan.com,haravan,wayback_cdx,True
dungcuykhoadangkhoa.myharavan.com,haravan,wayback_cdx,True
dungfurniture.myharavan.com,haravan,wayback_cdx,True
dungsporttranthaitong.myharavan.com,haravan,wayback_cdx,True
dungstore-2.myharavan.com,haravan,wayback_cdx,True
dungthunghiem.myharavan.com,haravan,wayback_cdx,True
dungtien.myharavan.com,haravan,wayback_cdx,True
duoc-pham-cysina.myharavan.com,haravan,wayback_cdx,True
duoc-pham-viet-nhat.myharavan.com,haravan,wayback_cdx,True
duoc-thao-fansipan.myharavan.com,haravan,wayback_cdx,True
duoc-viet-duc.myharavan.com,haravan,wayback_cdx,True
duochoangvuhcm.myharavan.com,haravan,wayback_cdx,True
duoclieumientrung2.myharavan.com,haravan,wayback_cdx,True
duocnamha.myharavan.com,haravan,wayback_cdx,True
duocphamngocanh.myharavan.com,haravan,wayback_cdx,True
duocphamquany.myharavan.com,haravan,wayback_cdx,True
duocsitung.myharavan.com,haravan,wayback_cdx,True
duocthienchau.myharavan.com,haravan,wayback_cdx,True
duocvietduc.myharavan.com,haravan,wayback_cdx,True
duocyenviet.myharavan.com,haravan,wayback_cdx,True
duongcong.myharavan.com,haravan,wayback_cdx,True
duongdazenbote.myharavan.com,haravan,wayback_cdx,True
duongdong.myharavan.com,haravan,wayback_cdx,True
duongkieu83.myharavan.com,haravan,wayback_cdx,True
duongsinhcohaibachqua.myharavan.com,haravan,wayback_cdx,True
duradw.zid.store,zid,wayback_cdx,True
dustinus.myharavan.com,haravan,wayback_cdx,True
duy123456.myharavan.com,haravan,wayback_cdx,True
duyanhwatch.myharavan.com,haravan,wayback_cdx,True
duyen-be.myharavan.com,haravan,wayback_cdx,True
duyhungsports.myharavan.com,haravan,wayback_cdx,True
duylee.myharavan.com,haravan,wayback_cdx,True
duynboutique.myharavan.com,haravan,wayback_cdx,True
duyquyenshop.myharavan.com,haravan,wayback_cdx,True
duytanonline.myharavan.com,haravan,wayback_cdx,True
duythanh187.myharavan.com,haravan,wayback_cdx,True
duyvdshop.myharavan.com,haravan,wayback_cdx,True
dvtien.myharavan.com,haravan,wayback_cdx,True
dwqbao.zid.store,zid,wayback_cdx,True
dwratrhyb.zid.store,zid,wayback_cdx,True
dwrktlab.zid.store,zid,wayback_cdx,True
dwshkwwl.zid.store,zid,wayback_cdx,True
dwt00e.zid.store,zid,wayback_cdx,True
dxencorp.myharavan.com,haravan,wayback_cdx,True
dyb.zid.store,zid,wayback_cdx,True
dykily.myharavan.com,haravan,wayback_cdx,True
dykwry1.zid.store,zid,wayback_cdx,True
dzapshop.myharavan.com,haravan,wayback_cdx,True
dzlgrt.zid.store,zid,wayback_cdx,True
dzrt3.zid.store,zid,wayback_cdx,True
e-cons.myharavan.com,haravan,wayback_cdx,True
e-leu-fashion-vnxk-1.myharavan.com,haravan,wayback_cdx,True
e-neu-edu.myharavan.com,haravan,wayback_cdx,True
e-nippon.myharavan.com,haravan,wayback_cdx,True
e00wvb.zid.store,zid,wayback_cdx,True
e2ekil.zid.store,zid,wayback_cdx,True
e6xl9e.zid.store,zid,wayback_cdx,True
e7v0f6.zid.store,zid,wayback_cdx,True
eaeg9n.zid.store,zid,wayback_cdx,True
easy-cabinet.myharavan.com,haravan,wayback_cdx,True
easy-dream.myharavan.com,haravan,wayback_cdx,True
easyfatherhood.myharavan.com,haravan,wayback_cdx,True
easymb.zid.store,zid,wayback_cdx,True
easystuff.myharavan.com,haravan,wayback_cdx,True
easywork.zid.store,zid,wayback_cdx,True
eaternsafeseafood.myharavan.com,haravan,wayback_cdx,True
eatlaf-bookstore.zid.store,zid,wayback_cdx,True
ebec.myharavan.com,haravan,wayback_cdx,True
ebooks.myharavan.com,haravan,wayback_cdx,True
ebooksmax30.myharavan.com,haravan,wayback_cdx,True
ecabike.myharavan.com,haravan,wayback_cdx,True
echcom.myharavan.com,haravan,wayback_cdx,True
echoice.myharavan.com,haravan,wayback_cdx,True
ecobambi-1.myharavan.com,haravan,wayback_cdx,True
ecofarmpay.myharavan.com,haravan,wayback_cdx,True
ecofit.myharavan.com,haravan,wayback_cdx,True
ecolaw.myharavan.com,haravan,wayback_cdx,True
ecoleonekey.zid.store,zid,wayback_cdx,True
ecolotus.myharavan.com,haravan,wayback_cdx,True
ecomart.myharavan.com,haravan,wayback_cdx,True
ecomate.myharavan.com,haravan,wayback_cdx,True
ecomobimedia.myharavan.com,haravan,wayback_cdx,True
ecooking.myharavan.com,haravan,wayback_cdx,True
ecotvg.myharavan.com,haravan,wayback_cdx,True
ecowall.myharavan.com,haravan,wayback_cdx,True
edchcm.myharavan.com,haravan,wayback_cdx,True
edinvn.myharavan.com,haravan,wayback_cdx,True
edisun.myharavan.com,haravan,wayback_cdx,True
edoctor.myharavan.com,haravan,wayback_cdx,True
edongho.myharavan.com,haravan,wayback_cdx,True
edu-tour.myharavan.com,haravan,wayback_cdx,True
educampus.myharavan.com,haravan,wayback_cdx,True
education-theme.myharavan.com,haravan,wayback_cdx,True
education.myharavan.com,haravan,wayback_cdx,True
educational-courses.myharavan.com,haravan,wayback_cdx,True
educationandknowledgeinradiology.zid.store,zid,wayback_cdx,True
eduma.myharavan.com,haravan,wayback_cdx,True
edumeter.zid.store,zid,wayback_cdx,True
efoo.myharavan.com,haravan,wayback_cdx,True
efoods.myharavan.com,haravan,wayback_cdx,True
ega-cake-fop-kc.myharavan.com,haravan,wayback_cdx,True
ega-cake.myharavan.com,haravan,wayback_cdx,True
ega-clinic.myharavan.com,haravan,wayback_cdx,True
ega-coffee.myharavan.com,haravan,wayback_cdx,True
ega-cosmetic.myharavan.com,haravan,wayback_cdx,True
ega-fashion.myharavan.com,haravan,wayback_cdx,True
ega-gear.myharavan.com,haravan,wayback_cdx,True
ega-green.myharavan.com,haravan,wayback_cdx,True
ega-hotel.myharavan.com,haravan,wayback_cdx,True
ega-land.myharavan.com,haravan,wayback_cdx,True
ega-luxury.myharavan.com,haravan,wayback_cdx,True
ega-market.myharavan.com,haravan,wayback_cdx,True
ega-sportswear.myharavan.com,haravan,wayback_cdx,True
ega-stag-store.myharavan.com,haravan,wayback_cdx,True
ega-style.myharavan.com,haravan,wayback_cdx,True
ega-techstore.myharavan.com,haravan,wayback_cdx,True
ega-underwear.myharavan.com,haravan,wayback_cdx,True
egany-test.myharavan.com,haravan,wayback_cdx,True
egany-theme02.myharavan.com,haravan,wayback_cdx,True
egany.myharavan.com,haravan,wayback_cdx,True
egce.zid.store,zid,wayback_cdx,True
eggeuhouse.myharavan.com,haravan,wayback_cdx,True
egishcpportal.myharavan.com,haravan,wayback_cdx,True
egood.myharavan.com,haravan,wayback_cdx,True
egreenliving.myharavan.com,haravan,wayback_cdx,True
egroup.myharavan.com,haravan,wayback_cdx,True
ehifood.myharavan.com,haravan,wayback_cdx,True
ehome.myharavan.com,haravan,wayback_cdx,True
