domain,url,platform,has_products,product_count,ecom_signals,detected_payments,tags,min_price,max_price
e-toolshop.gr,https://e-toolshop.gr,woocommerce,True,0,1,,,0,0
mastersportdz.store,https://mastersportdz.store,woocommerce,True,0,1,,,0,0
shopstarship.com,https://shopstarship.com,magento,True,0,1,,,0,0
nimebrand.com,https://nimebrand.com,shopify,True,5,1,,,24.99,65.5
pangamajewelry.com,https://pangamajewelry.com,shopify,True,5,1,,pangama|Pink Teardrop Crystal Spacer Charm|pangama|Purple Teardrop Crystal Spacer Charm|Golden Airplane|pangama|Pink Suitcase & Passport Travel Dangle Charm|Cute Seal with Blue Heart Charm|pangama|pangama,27.99,31.99
michebeauty.com,https://michebeauty.com,shopify,True,5,1,,_label_BEST VALUE|_label_New|_label_New|_label_Pre-Order,25.0,115.0
perfumeshop.com.bd,https://perfumeshop.com.bd,woocommerce,True,0,1,,,0,0
pharmacy4pets.fr,https://pharmacy4pets.fr,magento,True,0,1,,,0,0
mrvitamins.com.au,https://mrvitamins.com.au,shopify,True,5,1,,3PL Available|Brand_Youthit|FOCUS: Eye Health|3PL Available|Brand_Youthit|3PL Available|Brand_Youthit|3PL Available|Brand_Youthit|FOCUS: Eye Health,17.77,89.95
shreebeauty.in,https://shreebeauty.in,shopify,True,0,1,,,0,0
thefurniturecompanyga.com,https://thefurniturecompanyga.com,shopify,True,5,1,,filter:Assembly:Assembly Required|filter:Brand:Noble House|filter:Category:Outdoor|filter:Category:Outdoor Chairs|filter:Color:Beige|filter:Brand:Noble House|filter:Category:Outdoor|filter:Category:Outdoor Sets|filter:Color:Black|filter:Color:Dark Gray,269.99,909.99
forestinkclothing.com,https://forestinkclothing.com,shopify,True,5,1,,sale|sale|swimwear|swimwear|swimwear,35.0,98.0
salomonsports.co.za,https://salomonsports.co.za,shopify,True,5,1,,Footwear|Gifts-For-Road-Runners|Ladies|Ladies Footwear|Mens|1 Size Fits All|ACCESS M|ACCESS W|Accessories|C20225,299.0,4499.0
macleodsfurniture.com.au,https://macleodsfurniture.com.au,shopify,True,5,1,,RE excluded,1299.0,2899.0
lethalcosmetics.com,https://lethalcosmetics.com,shopify,True,5,1,,Collab|Dexter|Limited Edition|Collab|Dexter|Limited Edition|nailpolish|Collab|Dexter|Limited Edition,51.0,216.0
ultraluxuryprop.in,https://ultraluxuryprop.in,woocommerce,False,0,1,,,0,0
online-cigars.com,https://online-cigars.com,magento,True,0,1,,,0,0
rovebrand.com,https://rovebrand.com,shopify,True,0,1,,,0,0
tseshop.com,https://tseshop.com,shopify,True,0,1,shopify_payments,,0,0
koreanbeauty.se,https://koreanbeauty.se,shopify,True,0,1,,,0,0
camera-warehouse.com.au,https://camera-warehouse.com.au,magento,True,0,1,,,0,0
watchguys.com,https://watchguys.com,shopify,True,0,1,,,0,0
lithiumpowersports.com,https://lithiumpowersports.com,shopify,True,0,1,shopify_payments,,0,0
foreveringsjewelry.com,https://foreveringsjewelry.com,shopify,True,0,1,,,0,0
teeshoppen.dk,https://teeshoppen.dk,shopify,False,0,1,,,0,0
buyshoes.shop,https://buyshoes.shop,magento,True,0,1,,,0,0
onluxury.ru,https://onluxury.ru,woocommerce,False,0,1,,,0,0
deltamattress.com,https://deltamattress.com,shopify,True,5,1,,delta-mattress-sofa-outlet-eureka-ca|fee|service|under-500|Brand_Homelegance|Collection_Easley|Type_Pouf|bed-pillow|Brand_Ashley|Collection_Nectar Classic,18.0,1097.8
eztoys.com,https://eztoys.com,magento,True,0,1,,,0,0
fragolabrand.com,https://fragolabrand.com,shopify,True,5,1,,ipad|ipad case|ipad|ipad case|ipad|ipad case|case|cover|laptop|macbook,39.9,49.9
acaioutdoorwear.com,https://acaioutdoorwear.com,shopify,True,5,1,,all|breathable|jackets|JLP|New|accessories|all|JLP|New|Socks,15.0,59.0
shoewarehouse.com.au,https://shoewarehouse.com.au,shopify,True,5,1,,Age:Kids|Cat:Light Up|Cat:Sneakers|Depart:Sneakers|Gender:Girls|Age:Kids|Cat:Mary Janes|Cat:Mary-Jane|Depart:School|Gender:Girls,59.0,89.95
raskolapparel.com,https://raskolapparel.com,shopify,True,5,1,,Black|L|M|New Releases|Orange|Black|clearance|L|M|New Releases,10.0,38.0
ugearsmodels.com,https://ugearsmodels.com,shopify,True,0,1,,,0,0
cityfashion.mk,https://cityfashion.mk,woocommerce,True,0,1,,,0,0
action-wear.com,https://action-wear.com,magento,False,0,1,,,0,0
holmwoodsfurniture.com,https://holmwoodsfurniture.com,shopify,True,5,1,,bed-pillow|Brand_Ashley|Collection_Nectar Classic|color_white|consumer-assembly_no-assembly-required|bed-pillow|Brand_Ashley|Collection_DreamCloudTM Classic|color_white|consumer-assembly_no-assembly-required,69.0,1729.0
schee.shop,https://schee.shop,shopify,True,0,1,,,0,0
thebostonbrand.com,https://thebostonbrand.com,shopify,True,5,1,,cinco bolsillos|col_empleados|coleccion|coleccion 2|pantalones|cinco bolsillos|col_empleados|coleccion|coleccion 2|pantalones,29.99,39.99
twisteddough.shop,https://twisteddough.shop,shopify,True,5,1,,bestseller|Confetti Cupcake|Confetti Cupcake Cookie Dough|Confetti Cupcake Twisted Cookie Dough|Twisted Cookie Dough Confetti Cupcake|Cookie Dough|Els PW 31188:44114807095536|Original Dough|Original Dough Twisted Cookie Dough|twisted cookie dough,7.0,18.99
legourmetcentral.com,https://legourmetcentral.com,bigcommerce,True,0,1,,,0,0
aizadecor.com,https://aizadecor.com,woocommerce,True,0,1,,,0,0
icandyworld.com,https://icandyworld.com,shopify,True,5,1,,Accessories|Accessories. Accessories. Accessories: Parasols Screens & Raincovers|Accessories. Accessories: Parasols|Accessories. Accessories: Peach|Accessories|Accessories. Accessories: Parasols|Accessories. Accessories: Parasols Screens & Raincovers|Pushchairs & Prams. Pushchairs & Prams: iCandy Core|Accessories|Accessories. Accessories: Core,33.0,199.0
marlasfashions.com,https://marlasfashions.com,shopify,True,5,1,,2025|color-black|color-lightgreen|color-lightgreen-sage|color-sage|2018|all-dresses|aum121123|cocktail|color-earth,269.0,504.0
sweetelaineboutique.com,https://sweetelaineboutique.com,shopify,True,0,1,,,0,0
pertronixbrands.com,https://pertronixbrands.com,shopify,True,0,1,,,0,0
claramorganestore.com,https://claramorganestore.com,prestashop,False,0,1,,,0,0
questionbeauty.com,https://questionbeauty.com,shopify,True,5,1,,Mascara|Best Seller|Mascara|Black Friday|Mystery Box|Primer|Set,26.0,221.12
capsapparel.com,https://capsapparel.com,shopify,True,5,1,,2023|__label:CUSTOMIZE|Printful_personalized_product|2026|CAPS|caps suitable for exchange|2026|CAPS|caps suitable for exchange|2026,37.0,52.0
alfaventas.store,https://alfaventas.store,shopify,True,5,1,,,69950.0,115500.0
alteregorunning.com,https://alteregorunning.com,shopify,True,0,1,,,0,0
alvapersonalcare.com.br,https://alvapersonalcare.com.br,shopify,True,5,1,,bogos-gift|Body&Hair|Kit|linha capilar|promo|Vegano|Body&Hair|linha capilar|promo|Vegano,32.0,95.9
amnutrition.fr,https://amnutrition.fr,shopify,True,5,1,,,39.4,44.7
anwar.store,https://anwar.store,shopify,True,0,1,,,0,0
banaanieyewear.fi,https://banaanieyewear.fi,shopify,True,5,1,,silmälasit|uutuus|silmälasit|uutuus|silmälasit|uutuus|silmälasit|uutuus|silmälasit|uutuus,99.0,99.0
brandstores.gr,https://brandstores.gr,opencart,True,0,1,,,0,0
candymix.fr,https://candymix.fr,shopify,True,5,1,,bonbon|Bonbons ludiques|Bonbons Vrac|vegan|veggie|bonbon|Bonbons ludiques|Bonbons Vrac|vegan|veggie,2.29,24.99
cherriebaby.com.au,https://cherriebaby.com.au,shopify,True,0,1,,,0,0
cigarchief.com,https://cigarchief.com,woocommerce,False,0,1,,,0,0
dinvintageshop.dk,https://dinvintageshop.dk,shopify,True,5,1,,scarf|tørklæde|scarf|tørklæde|ALL|bluse|feedr|onlinelagersalg|POD|jakker,39.0,149.0
edumaiskids.com.br,https://edumaiskids.com.br,woocommerce,True,0,1,,,0,0
emartmall.com.vn,https://emartmall.com.vn,opencart,False,0,1,,,0,0
familyshoecentre.co.za,https://familyshoecentre.co.za,shopify,True,0,1,,,0,0
fashiontiger.nl,https://fashiontiger.nl,shopify,True,5,1,,Broeken|Discountable|NEW|Blouses|Accessoires|Discountable|NEW|Oorbellen|Blouses|lange mouwen,8.99,44.99
fentybeauty.co.uk,https://fentybeauty.co.uk,shopify,True,5,1,,badge|SAVE 20%|catalog-exclude|full-size|Is Batch Controlled|Product Type:Bundle|badge|SAVE 20%|catalog-exclude|full-size|Is Batch Controlled|Product Type:Bundle,50.4,79.2
gadgetshieldz.com,https://gadgetshieldz.com,shopify,True,5,1,,no-cod|skinnova|no-cod|skinnova|applicationtray_hide|flexarmor|Inch-13|no-cod|applicationtray_hide|Inch-14,199.0,2999.0
gardenshop.ua,https://gardenshop.ua,opencart,False,0,1,,,0,0
givemecosmetics.com,https://givemecosmetics.com,shopify,True,5,1,,Gifts|Mystery|NEW IN|outlet|Save on Bundles - Up to 35% off!|Bundle|easter|Gifts|hair|NEW IN,8.99,28.0
guitargeargiveaway.co.uk,https://guitargeargiveaway.co.uk,woocommerce,True,0,1,paypal,,0,0
impress-stores.co.il,https://impress-stores.co.il,woocommerce,True,0,1,,,0,0
instasport.club,https://instasport.club,shopify,True,5,1,,Control|nada-hidden|Babolat|InstaSport India|Padel|Racquet|Advanced|Badminton|Cap|Control,1490.0,12349.0
kitchen-profi.com.ua,https://kitchen-profi.com.ua,opencart,False,0,1,,,0,0
littlerootgames.com,https://littlerootgames.com,shopify,True,0,1,,,0,0
loyecosmetics.com,https://loyecosmetics.com,shopify,True,0,1,,,0,0
mairacosmetics.com,https://mairacosmetics.com,woocommerce,True,0,1,,,0,0
marmaladyclothingbar.com,https://marmaladyclothingbar.com,opencart,True,0,1,,,0,0
merodacosmetics.nl,https://merodacosmetics.nl,shopify,True,5,1,,badge:nieuw|BUNDLE|badge:nieuw|CORE PRODUCT|Single|badge:bestseller|BUNDLE|BUNDLE|CORE PRODUCT|LIVE,22.95,74.06
outletprime.co,https://outletprime.co,shopify,True,0,1,,,0,0
palladiumboots.fr,https://palladiumboots.fr,shopify,True,0,1,,,0,0
pharmacie-cap3000.com,https://pharmacie-cap3000.com,prestashop,True,0,1,,,0,0
protein.com,https://protein.com,shopify,True,5,1,,all products|flavors|ingredients|wellbeing|disable SATCB|disable SATCB,17.99,99.99
prvaudio.com,https://prvaudio.com,woocommerce,True,0,1,,,0,0
retailbox.co.za,https://retailbox.co.za,shopify,True,5,1,,blonde|colour enhancer|colour enhancers|colour treated|dry|colour enhancer|colour enhancers|Leap Year|normal|REF,388.0,515.0
shepherdsfashions.com,https://shepherdsfashions.com,shopify,True,5,1,,02/04/2026|Barrel Jean|Denim|New Arrival|New Arrival Clothing|02/04/2026|New Arrival|New Arrival Clothing|S2026|S26,115.0,145.0
shopbazzar.com.pl,https://shopbazzar.com.pl,woocommerce,False,0,1,,,0,0
shopomag.com.ua,https://shopomag.com.ua,opencart,False,0,1,,,0,0
shopsante.ca,https://shopsante.ca,shopify,True,5,1,,1030|EEQ2025|Goodies|Hidden recommendation|NOTPOS|bundle|bundlegratuit|EEQ2025|gratuit|hide,2.0,24.99
skincareshop.com.bd,https://skincareshop.com.bd,woocommerce,True,0,1,,,0,0
sportfitness.co,https://sportfitness.co,shopify,True,0,1,,,0,0
streetgym.co.za,https://streetgym.co.za,woocommerce,False,0,1,,,0,0
stylishoe.com,https://stylishoe.com,shopify,True,0,1,,,0,0
theaudiostore.in,https://theaudiostore.in,shopify,True,5,1,,,499.0,234990.0
theirongear.com,https://theirongear.com,shopify,True,5,1,,Dry Fit|Men|mens-30|new|Slim Fit|new|Protein|Men|new|Regular Fit,1100.0,22500.0
tyremart.co.za,https://tyremart.co.za,woocommerce,False,0,1,,,0,0
vapevo.com,https://vapevo.com,shopify,True,5,1,,Saveur fruitée|Saveur boisson|Saveur fruitée|Chantilly|Saveur gourmande|Vanille,0.99,9.9
velocityactivewear.com.au,https://velocityactivewear.com.au,shopify,True,5,1,,,62.0,86.0
mamma-shop.com,https://mamma-shop.com,shopify,True,5,1,,Baby på vej|Group:Haakaa_Pineapple_Frysebakke_til_Food_Feeder_Smagesut_|Madopstart|Orange|OUTLET|Baby på vej|Group:Haakaa_Pineapple_Frysebakke_til_Food_Feeder_Smagesut_|Madopstart|OUTLET|Rosa,89.0,239.0
aldoshoes.com.tr,https://aldoshoes.com.tr,shopify,True,5,1,,FW25|FW25-BROWN|FW25-GIFT-WOMENS|FW25-SUEDE|FW25|FW25-BROWN|FW25-GIFT-WOMENS|FW25|FW25|FW25-BROWN,1999.0,3999.0
french-shop.com.ua,https://french-shop.com.ua,opencart,False,0,1,,,0,0
game-on.no,https://game-on.no,shopify,True,5,1,,Montasjeringer|Montasjeringer 21mm|New|Nye produkter - legges ut|RABATTKODE|Kikkertsikte|New|Nye produkter - legges ut|RABATTKODE|Sikter,179.0,6990.0
therunningoutlet.co.uk,https://therunningoutlet.co.uk,shopify,True,5,1,,Men's|Men's Running Shoes|Neutral|New In|Running Shoes|Asics|Neutral|New In|Running Shoes|Running Shoes>>Women's,109.99,129.99
shopfreespirited.com,https://shopfreespirited.com,shopify,True,5,1,,Easter SS|Shopify Collective|Sugar Stitch Wholesale|Easter SS|Shopify Collective|Sugar Stitch Wholesale|Easter SS|Shopify Collective|Sugar Stitch Wholesale|Easter SS,12.0,42.95
herbdoc.com,https://herbdoc.com,shopify,True,5,1,,Skin Health|SPECIFICS|Oral Care|SPECIFICS|Oral Care|SPECIFICS|Energy & Focus|SPECIFICS,8.0,128.0
maplestore.com.au,https://maplestore.com.au,shopify,True,5,1,,Brain Dead|Clothing|Current|Mens|New Arrivals|Brain Dead|Clothing|Current|Mens|New Arrivals,45.0,270.0
elevatecycling.com,https://elevatecycling.com,shopify,True,5,1,,discgroup|seatpost|stem|cages|rimframe|XL,10.0,491.86
tendenzestore.com,https://tendenzestore.com,shopify,True,5,1,,/U7260|129943320|7M001359 AF13862|7M001359 AF13862/U7260|ABBIGLIAMENTO|/UC001|126346619|7M001312 AF13512|7M001312 AF13512/UC001|ABBIGLIAMENTO,92.0,126.0
homeandgardensupply.com,https://homeandgardensupply.com,shopify,True,5,1,,All Lawn and Garden|B2C|Brass|Maunfacturer_Dramm|Use_Commercial|All Lawn and Garden|B2C|Hose|Maunfacturer_Dramm|Use_Commercial,10.99,24.99
tone.shop,https://tone.shop,shopify,True,5,1,,,10.0,42.0
buzzwines.com,https://buzzwines.com,shopify,True,5,1,,Alsace|dry|Europe|France|Grand Cru|Alsace|dry|Europe|France|Grand Cru,99.0,155.0
suppliesforcandles.co.uk,https://suppliesforcandles.co.uk,woocommerce,False,0,1,,,0,0
audiovolt.co.uk,https://audiovolt.co.uk,shopify,True,0,1,,,0,0
sportfish.co.uk,https://sportfish.co.uk,magento,True,0,1,,,0,0
alpenafurniture.net,https://alpenafurniture.net,shopify,True,5,1,,bed-pillow|Brand_Ashley|Collection_Nectar Classic|Color_White|Consumer Assembly_No Assembly Required|bed-pillow|Brand_Ashley|Collection_DreamCloudTM Classic|Color_White|Consumer Assembly_No Assembly Required,55.85,1274.0
silverybrand.com,https://silverybrand.com,shopify,False,0,1,,,0,0
pogoswine.com,https://pogoswine.com,shopify,True,5,1,,PWSMigration|Sold Out|Spirits|Lightspeed|Liquor|Non-discountable|PWSMigration|Non-discountable|PWSMigration|Spirits,31.99,144.88
fenityfashion.com,https://fenityfashion.com,shopify,True,5,1,,skirt|skirts|skirt|skirts|skirt|skirts|Tops|skirt|skirts,70.0,90.0
paprika-shopping.be,https://paprika-shopping.be,shopify,True,0,1,,,0,0
soraclothing.ca,https://soraclothing.ca,shopify,True,5,1,,Reupload|Reupload|Reupload|Reupload|Reupload|T-Shirts,45.0,220.0
wearlila.com,https://wearlila.com,shopify,True,5,1,,birth-gown|emeral|juliet-gown|lila-brand|Limited Time|birth-gown|laura-robe|lila-brand|pink poppy|birth-gown,30.0,79.99
expofurnituregallery.com,https://expofurnituregallery.com,shopify,True,5,1,,Color_Black|Color_Brown|Color_Chocolate|Material_Fabric|Promo Group|Color_Brown|Dining Height_Standard Height|Promo Group|Shape_Round|Style_Contemporary/Modern,195.0,2245.0
charmhomemart.com,https://charmhomemart.com,woocommerce,True,0,1,,,0,0
hipkids.com.au,https://hipkids.com.au,shopify,True,5,1,,Age:3-4|Age:5-6|ages-0-2|ages-3-6|all-ages|Age:3-4|Age:5-6|Age:7+|all-ages|all-categories,29.99,105.0
sorgentepharma.it,https://sorgentepharma.it,opencart,False,0,1,,,0,0
rise-brand.com,https://rise-brand.com,shopify,True,5,1,,WET-0226|RFP-0226|RC-0226|GET-0226|GET-0226,1500.0,3500.0
zenergygame.com,https://zenergygame.com,wix,False,0,1,,,0,0
alecycling.com,https://alecycling.com,shopify,True,5,1,,9043|PGS030317|PREV|store-club|9212|PGS030317|PREV|store-club|001|26-212,34.95,109.95
content-garden.com,https://content-garden.com,woocommerce,False,0,1,,,0,0
vapekit.co.uk,https://vapekit.co.uk,shopify,True,5,1,,50VG/50PG|E-Liquid|Freebase Nicotine|MTL (Mouth to Lung)|Tobacco|10ml|50VG/50PG|Bakery|Biscuit|Cookies,3.49,3.49
merodacosmetics.com,https://merodacosmetics.com,shopify,True,5,1,,badge:new|bundle|badge:new|free|single|sample,22.95,74.06
giftsaustralia.com.au,https://giftsaustralia.com.au,shopify,True,5,1,,18th birthday gifts|21st birthday gifts|25th Birthday Gifts|30th birthday gifts|40th birthday gifts|18th birthday gifts|21st birthday gifts|25th Birthday Gifts|30th birthday gifts|40th birthday gifts,25.0,59.0
prettykittyfashion.co.uk,https://prettykittyfashion.co.uk,shopify,True,5,1,,Bow|Headbands|Headscarves|new|Red|Bridesmaid|Bridesmaid Dresses|Green|meta-size-chart-size2|new,4.99,64.99
fontis-shop.ch,https://fontis-shop.ch,shopify,True,5,1,,Cat_2:Ratgeber| Lebenshilfe| Nachfolge|Cat_3:Wachsen im Glauben|Filter_Autor:Olaf Latzel|Filter_Einbandart:gebunden|Filter_Erschienen:Ja|Cat_1:Bücher|Cat_2:Ratgeber| Lebenshilfe| Nachfolge|Cat_3:Gebet|Filter_Autor:Todd Smith|Filter_Einbandart:Paperback,8.5,27.4
nishikawa-store.com,https://nishikawa-store.com,shopify,True,5,1,,double|double-pad|ECセール|icon__2bbed0__NEW|icon__baaa7d__ネット限定|covering|covering-kake_cover|double|double-covering|ECセール,1210.0,71500.0
gadgetreviewteam.com,https://gadgetreviewteam.com,woocommerce,False,0,1,,,0,0
wineroute.co.il,https://wineroute.co.il,woocommerce,True,0,1,,,0,0
vincishoes.com.br,https://vincishoes.com.br,shopify,True,0,1,shopify_payments,,0,0
gioielleriarosaspina.shop,https://gioielleriarosaspina.shop,shopify,True,5,1,,20|20|20|20|20,3465.0,3530.0
pittieclothing.com,https://pittieclothing.com,shopify,True,5,1,,420 2026|holiday|muscle-tee-fit-chart|NEW|pinkweed|420 2026|happyweed|holiday|muscle-tee-fit-chart|NEW,35.99,39.99
stretchitbodyjewellery.co.uk,https://stretchitbodyjewellery.co.uk,shopify,True,5,1,,15-off|double-flare|new_product|silicone|size-10mm-00g|15-off|double-flare|new_product|silicone|size-10mm-00g,5.0,10.0
cnsupplements.com,https://cnsupplements.com,shopify,True,5,1,,nieuw|bundle|cat-bundels-supp|cat-doelen-maximaal-presteren|cat-doelen-spieropbouw|doel-spieropbouw|bundle|cat-bundels-supp|cat-doelen-spieropbouw|doel-spieropbouw,24.99,116.06
wholesalemakeup.com,https://wholesalemakeup.com,shopify,True,5,1,,Beauty Creations|Concealer|Face|special|Kevin & Coco|Makeup|Mixed Boxes|special|lip gloss|Lips,62.4,771.12
clik2.store,https://clik2.store,shopify,True,5,1,,Automatic Toilet Bowl Cleaner Tablets|Automatic Toilet Bowl Cleaner Tablets|Portable urinal bottle,1299.0,1999.0
truckandgear.com,https://truckandgear.com,opencart,True,0,1,,,0,0
fahrenheitclothing.com,https://fahrenheitclothing.com,woocommerce,True,0,1,,,0,0
focusonfurniture.com.au,https://focusonfurniture.com.au,bigcommerce,True,0,1,,,0,0
gokid.ro,https://gokid.ro,woocommerce,False,0,1,,,0,0
military-shop.ro,https://military-shop.ro,shopify,False,0,1,,,0,0
sperky-eshop.sk,https://sperky-eshop.sk,prestashop,False,0,1,,,0,0
thevapespot.pk,https://thevapespot.pk,woocommerce,True,0,1,,,0,0
fragrancecanada.ca,https://fragrancecanada.ca,shopify,True,5,1,,Armaf|Armaf|Antonio Banderas|Elie Saab|Rihanna,24.95,99.0
tubeuse-cigarette-electrique.fr,https://tubeuse-cigarette-electrique.fr,woocommerce,False,0,1,,,0,0
superbikestore.in,https://superbikestore.in,shopify,True,0,1,,,0,0
rambosfurniture.com,https://rambosfurniture.com,shopify,True,0,1,,,0,0
wine-republic.co.uk,https://wine-republic.co.uk,shopify,True,0,1,,,0,0
kapowtoys.co.uk,https://kapowtoys.co.uk,woocommerce,True,0,1,,,0,0
mijia-shop.com,https://mijia-shop.com,woocommerce,True,0,1,,,0,0
joyashoes.swiss,https://joyashoes.swiss,shopify,True,5,1,,brand_Joya|category_41|color_#D0D4DC|color_Grau|colorName_Grau|brand_Joya|category_31|color_#FFC0CB|color_Pink|colorName_Pink,259.9,369.9
watchportal.com.ph,https://watchportal.com.ph,shopify,True,5,1,,atm_10|bezel_round|display_digital|gender_men|strap_rubber|atm_10|bezel_round|display_digital|gender_men|strap_rubber,4257.0,4788.0
dolitashoes.com,https://dolitashoes.com,shopify,True,5,1,,2026 1|Designers_Premiata|fit|largehalf|FULL|G2|2026 1|Designers_Premiata|fit|true|FULL|G7,250.0,560.0
wearsinder.com,https://wearsinder.com,woocommerce,True,0,1,,,0,0
allbrandsfactoryoutlet.com,https://allbrandsfactoryoutlet.com,shopify,True,0,1,,,0,0
laboiteacailloux.com,https://laboiteacailloux.com,shopify,True,5,1,,Cristal de roche|Liste des Pierres & Mineraux|Nouveautés|Nouveautés Objets|Objet|Collection 7 Chakras|Liste des Pierres & Mineraux|Multi-pierres|Multipierres|Nouveautés,24.9,44.9
negativeapparel.com,https://negativeapparel.com,shopify,True,5,1,,Bottoms|flash|pants|Rwp Outlet|stock 26|dress|dresses|flash|Rwp Outlet|stock 26,2600.0,10400.0
redshedfurniture.com,https://redshedfurniture.com,shopify,True,5,1,,bed-pillow|Brand_Ashley|Collection_Nectar Classic|color_white|consumer-assembly_no-assembly-required|bed-pillow|Brand_Ashley|Collection_DreamCloudTM Classic|color_white|consumer-assembly_no-assembly-required,59.99,489.99
teaktuning.com,https://teaktuning.com,shopify,True,5,1,,barriers|distributorEligible|DistributorObstacle|faire|gray|barriers|faire|gray|grey|madeinroc,11.99,16.2
modernfurniture.com.au,https://modernfurniture.com.au,shopify,True,5,1,,Brand New|Color_Oak / Natural|Color_Walnut / Brown|Decor|Facebook|Apartment Furniture|Brand New|Bunnings|Coffee|coffee table,249.0,749.0
jolynclothing.com,https://jolynclothing.com,shopify,True,5,1,,activity-train|back_type-Fixed-Back|bikini|bust_support-High-Support|core-training|1025-sale-inclusion|1225-winter-warm-up-sale|activity-train|bikini|color-contrast,40.0,46.0
nationallocksupply.com,https://nationallocksupply.com,bigcommerce,True,0,1,,,0,0
headteacher.ng,https://headteacher.ng,woocommerce,False,0,1,,,0,0
mephisto-shoes.com,https://mephisto-shoes.com,prestashop,True,0,1,,,0,0
vapesale24.com,https://vapesale24.com,shopify,True,5,1,,5% Nicotine Vapes|Big Puff Vapes|Deals|Death Row 5000|Disposable Vapes|5% Nicotine Vapes|Big Puff Vapes|Deals|Death Row 7000|Disposable Vapes,9.62,19.0
downunderwatches.com,https://downunderwatches.com,shopify,True,5,1,,Men|All Casio|Analog|Casio Watches|Dress|Men|All Orient|Automatic|Dress|Men,94.0,763.0
mon-fourgon.shop,https://mon-fourgon.shop,woocommerce,False,0,1,,,0,0
aldoshoes.co.il,https://aldoshoes.co.il,magento,True,0,1,,,0,0
laptopfactory.com.ph,https://laptopfactory.com.ph,woocommerce,True,0,1,,,0,0
leonefashion.rs,https://leonefashion.rs,woocommerce,True,0,1,klarna,,0,0
mavin-wear.com,https://mavin-wear.com,shopify,True,5,1,,Black|bogo|bogo|bogo|Black|bogo|Black|bogo,550.0,900.0
neocomputer.md,https://neocomputer.md,opencart,False,0,1,,,0,0
nym-store.com,https://nym-store.com,shopify,True,5,1,,CAPOSPALLA|TSHIRT|TSHIRT|TSHIRT|GIACCA,29.9,49.9
okperfumes.com,https://okperfumes.com,shopify,True,5,1,,DW_ABR_2|Novedad|Novedad|Novedad|Novedad|Novedad,9.95,199.95
vapesocietysupplies.com,https://vapesocietysupplies.com,woocommerce,True,0,1,,,0,0
vzduchotechnika-shop.sk,https://vzduchotechnika-shop.sk,opencart,True,0,1,,,0,0
wearebound.co.uk,https://wearebound.co.uk,shopify,True,5,1,,COLLECTION 19|Porto Archives|Shop|spo-cs-disabled|spo-default|COLLECTION 19|Porto Archives|Shop|spo-cs-disabled|spo-default,50.0,75.0
stealth-gamer.com,https://stealth-gamer.com,magento,True,0,1,,,0,0
outletshopforkids.com.au,https://outletshopforkids.com.au,shopify,True,5,1,,baby girl onesies & bodysuits|NEW ARRIVALS|baby girl onesies & bodysuits|NEW ARRIVALS|baby girl onesies & bodysuits|NEW ARRIVALS|baby girl onesies & bodysuits|NEW ARRIVALS|baby girl onesies & bodysuits|NEW ARRIVALS,20.99,35.97
babyfresh.co,https://babyfresh.co,shopify,True,5,1,,3-6M|black weekend|Briseida x5|cyber2026|Descuento|12-18M|18-24M|2T|3T|4T,19990.0,119990.0
naturalsports.ca,https://naturalsports.ca,shopify,True,5,1,,,7.99,15.99
albayanperfumes.com,https://albayanperfumes.com,shopify,True,5,1,,Air|Air fresher|Our Products|Air|Air fresher|Our Products|Air|Air fresher|Our Products|Air,49.0,49.0
joyfashionhouse.com,https://joyfashionhouse.com,woocommerce,True,0,1,,,0,0
shopnpr.org,https://shopnpr.org,shopify,True,0,1,,,0,0
regybeauty.com,https://regybeauty.com,woocommerce,True,0,1,,,0,0
martinnibeauty.com,https://martinnibeauty.com,woocommerce,False,0,1,,,0,0
elevateshoes.de,https://elevateshoes.de,shopify,True,5,1,,Bestseller|Is Shoe|Sneaker|Is Shoe|Is Shoe|Sneaker|sneakers|Is Shoe|Sneaker|sneakers,84.99,89.95
wawwaclothing.com,https://wawwaclothing.com,shopify,True,5,1,,L-INSTOCK|M-INSTOCK|March Drop 2026|pre-order|XL-INSTOCK|L-INSTOCK|M-INSTOCK|March Drop 2026|pre-order|ZAPC,65.0,150.0
nomadicsupply.com,https://nomadicsupply.com,woocommerce,False,0,1,,,0,0
unstablegames.com,https://unstablegames.com,shopify,True,5,1,,"4"" reversible plushie|all animals|Animal:Cryptid|Animal:Frog|collectible|bundle|Card Game|command of nature|Command of Nature: Ultimate Collector's Bundle|fantasy",0.98,162.0
pharmaxtra.com,https://pharmaxtra.com,shopify,True,0,1,,,0,0
batterywholesale.com,https://batterywholesale.com,shopify,True,5,1,,#N/A|Amp Rating_165 Ah|Chemistry_Lead Acid|Vendor_Zeus Battery|Voltage_12 Volt|Amp Rating_4.5 Ah|Chemistry_Lead Acid|Vendor_Zeus Battery|Voltage_6 Volt|Amp Rating_18 Ah,1.5,300.99
kingsdalewines.com,https://kingsdalewines.com,woocommerce,True,0,1,,,0,0
clotsybrand.com,https://clotsybrand.com,shopify,True,5,1,,IVALO|Toasty|Toasty|Toasty|_badge_OUTLET|_badge_AHORRA_EN_PACK,39.9,109.8
neuherbs.com,https://neuherbs.com,shopify,True,0,1,,,0,0
